timestamp,symbol,candidate_direction,primary_blocker,potential_score,actual_score,lost_score,entry,atr,reason
2026-07-02T12:24:29.596107+00:00,ETH/USDT,SHORT,Momentum,23.6,0.0,1.6,1661.93,15.244022,Momentum blocked near-actionable setup.
2026-07-02T12:29:32.562072+00:00,BTC/USDT,SHORT,Momentum,23.4,0.0,2.4,61429.9,487.73794,Momentum blocked near-actionable setup.
2026-07-02T12:29:33.452559+00:00,ETH/USDT,SHORT,Momentum,23.6,0.0,1.6,1661.93,15.244022,Momentum blocked near-actionable setup.
2026-07-02T12:34:36.990554+00:00,BTC/USDT,SHORT,Momentum,23.4,0.0,2.4,61429.9,487.73794,Momentum blocked near-actionable setup.
2026-07-02T12:39:42.066870+00:00,BTC/USDT,SHORT,Momentum,23.6,0.0,1.6,61429.9,487.73794,Momentum blocked near-actionable setup.
2026-07-02T12:39:42.932484+00:00,ETH/USDT,SHORT,Momentum,23.6,0.0,1.6,1661.93,15.244022,Momentum blocked near-actionable setup.
2026-07-02T12:44:46.553554+00:00,BTC/USDT,SHORT,Momentum,23.6,0.0,1.6,61429.9,487.73794,Momentum blocked near-actionable setup.
2026-07-02T12:44:47.829798+00:00,ETH/USDT,SHORT,Momentum,23.6,0.0,1.6,1661.93,15.244022,Momentum blocked near-actionable setup.
2026-07-02T12:47:29.694407+00:00,BTC/USDT,SHORT,Momentum,23.6,0.0,1.6,61429.9,487.73794,Momentum blocked near-actionable setup.
2026-07-02T12:47:31.700448+00:00,ETH/USDT,SHORT,Momentum,23.6,0.0,1.6,1661.93,15.244022,Momentum blocked near-actionable setup.
